customer_id,first_name,last_name,email,store_id,active
223,Kathleen,Aguilar,harringtonmitchell@example.net,2,1
224,Laura,Wilson,odonnellcody@example.com,2,1
225,Jennifer,Wagner,aliciabriggs@example.com,1,1
226,Anna,Juarez,fieldsjennifer@example.org,1,1
227,Jonathan,Cox,iweiss@example.com,1,1
228,Lisa,Williams,antonio37@example.org,1,1
229,Megan,Chavez,natalie87@example.net,1,1
230,Lucas,Nicholson,chambersjohn@example.com,2,1
231,Ann,Esparza,tranchristopher@example.org,2,1
232,Sarah,Clark,holmesjason@example.com,2,1
233,Douglas,Kennedy,kathleen87@example.com,1,1
234,Karen,Ellis,andrea01@example.com,2,1
235,David,Hall,matthewlarsen@example.org,2,1
236,Aaron,Bentley,richardmaria@example.org,2,1
237,Nicholas,Arnold,zmorris@example.org,2,1
238,Jason,Kramer,kimhunt@example.net,1,1
239,Steven,Black,jacqueline97@example.org,2,1
240,Ruben,Bridges,jasonwillis@example.net,1,1
241,Jessica,Willis,gfranklin@example.net,2,1
242,Gregory,Haney,ryanmason@example.org,1,1
243,Amber,Grant,ralph53@example.net,2,1
244,Lisa,Sheppard,mallison@example.net,1,1
245,Nancy,Spencer,aponce@example.com,1,1
246,Matthew,Taylor,matthewbrown@example.org,2,1
247,Angela,Yates,schultzamy@example.com,2,1
248,Abigail,Jenkins,barbarawalker@example.org,2,1
249,Carlos,Bailey,jasonewing@example.com,2,1
250,Sandra,Ibarra,umccarthy@example.net,1,1
251,Ashley,Morgan,carol15@example.net,1,1
252,Jodi,Reyes,josephclark@example.com,2,1
253,Brandon,Washington,orrwilliam@example.net,2,1
254,Martha,Miller,kaylagoodwin@example.com,2,1
255,Morgan,Nelson,keithamy@example.org,1,1
256,Nathan,Simon,christianmiller@example.com,2,1
257,Andrea,Strickland,samantha59@example.com,1,1
258,Amber,Owens,pettypeter@example.net,1,1
259,Crystal,Hess,anthonyhoward@example.net,2,1
260,Timothy,Allen,uhoward@example.com,1,1
261,Jason,Cunningham,eduardosmith@example.net,2,1
262,Melissa,Long,watkinskelly@example.org,1,1
263,Steve,Bennett,orobertson@example.com,2,1
264,Blake,Gomez,jennifervaughn@example.org,1,1
265,Evan,Adams,tiffany81@example.com,1,1
266,Angela,Armstrong,matthewlyons@example.com,1,1
267,Michele,Smith,garciacheyenne@example.org,1,1
268,Ian,Thompson,beverly37@example.com,1,1
269,Thomas,Robinson,vjackson@example.org,2,1
270,James,Sweeney,washingtonkelly@example.com,2,1
271,Wyatt,Robertson,uwilliams@example.com,1,1
272,Laura,Rodriguez,warrenmccoy@example.com,2,1
273,Joseph,Clark,ulandry@example.org,2,1
274,Andrew,Ball,hamptonkelly@example.com,2,1
275,Alyssa,Ray,hmyers@example.net,2,1
276,Joseph,Smith,udunlap@example.net,2,1
277,Stephanie,Martin,dnielsen@example.com,1,1
278,Isaac,Bennett,patrickwood@example.net,1,1
279,Brandon,Zuniga,williamsjenna@example.com,2,1
280,Michael,Campbell,dcarlson@example.com,2,1
281,Angela,Roberts,mjackson@example.net,2,1
282,Aaron,Hays,anna05@example.org,2,1
283,Heather,Leach,websterann@example.com,2,1
284,Mary,Eaton,oheath@example.com,2,1
285,Suzanne,Burke,wgutierrez@example.com,2,1
286,James,Gibson,virginia37@example.com,2,1
287,William,Lewis,megansmith@example.com,2,1
288,David,Reeves,fmedina@example.org,1,1
289,Samuel,Johnson,robert64@example.org,1,1
290,Ryan,Patton,romerokristen@example.org,2,1
291,Paul,Avery,garciamarcus@example.com,2,1
292,Chad,Woods,gabriellemorales@example.com,1,1
293,Natasha,Marsh,aguilarwendy@example.org,2,1
294,Meredith,Lopez,adamskristina@example.com,1,1
295,Jamie,Knight,sanchezmeghan@example.com,1,1
296,Donald,Montgomery,jessicabrady@example.org,1,1
297,Evan,Brown,leahhunt@example.org,1,1
298,Katherine,Wiggins,kathleen83@example.com,2,1
299,Marie,Maldonado,aaron74@example.org,2,1
300,Elizabeth,Stark,robinsonchristina@example.com,1,1
301,Sarah,Perez,sandersvictor@example.net,2,1
302,Erica,Fleming,tbrown@example.org,1,1
303,Joseph,Allen,rbernard@example.com,2,1
304,Andrea,Rivera,rgarcia@example.com,2,1
305,Jo,Holmes,dennisanderson@example.net,2,1
306,Christopher,Serrano,ortegaann@example.net,1,1
307,Ashlee,Ramos,johnsonpatricia@example.com,2,1
308,Crystal,Rodriguez,zavalapatricia@example.org,2,1
309,Henry,Anderson,daniel24@example.org,1,1
310,Jennifer,Cobb,kevin57@example.net,1,1
311,Brittany,May,levykatie@example.com,2,1
312,Lindsey,Spencer,mahoneyannette@example.com,2,1
313,Jennifer,Gomez,nicholas88@example.net,2,1
314,Chad,Espinoza,williambarber@example.net,2,1
315,Sonia,Griffin,robertsstephen@example.com,2,1
316,Jesus,Rice,qkrueger@example.org,1,1
317,Angelica,Ramirez,bboyer@example.net,1,1
318,Juan,Howe,canderson@example.net,2,1
319,Micheal,Cooper,mburke@example.org,1,1
320,Alisha,Frey,nhicks@example.net,2,1
321,Joseph,Knight,escobarmargaret@example.com,2,1
322,Zachary,Bradley,bryanhurst@example.net,1,1
323,Kenneth,Simpson,daniel18@example.com,2,1
324,Jeffrey,Coleman,ggill@example.com,1,1
325,Shelby,Mercer,shannon25@example.org,1,1
326,Nicholas,Tran,joshuacochran@example.org,2,1
327,Richard,Lin,gallagherjohn@example.net,2,1
328,Natalie,Moran,briancole@example.org,2,1
329,Ryan,Clark,anthonyhooper@example.org,1,1
330,Paige,Hunter,jeffrey04@example.com,1,1
331,Tammy,Mendoza,emily80@example.org,2,1
332,Jessica,Ramos,qalvarez@example.com,1,1
333,Hannah,Ellis,hansenjames@example.org,2,1
334,Timothy,Robbins,dgarcia@example.com,2,1
335,Devin,Mclean,andersonjennifer@example.com,1,1
336,Nichole,Simpson,roy01@example.org,2,1
337,Hannah,Walls,justinthomas@example.net,2,1
338,Brandon,Kelly,aescobar@example.org,2,1
339,Shaun,Fisher,james88@example.net,2,1
340,Nathan,Hensley,freytrevor@example.org,1,1
341,Melinda,Ortiz,daniellewilliams@example.com,1,1
342,Elizabeth,White,kramerjames@example.net,2,1
343,Jennifer,Collins,hannah47@example.org,1,1
344,Katrina,Graham,corey45@example.org,2,1
345,Deborah,Ruiz,kimberly78@example.com,1,1
346,Cindy,Walls,emily03@example.com,2,1
347,Joseph,Holmes,clynch@example.org,2,1
348,Ryan,Ware,elizabeth93@example.com,1,1
349,Jennifer,Hopkins,jennifermoore@example.net,2,1
350,Michael,Orr,gsimmons@example.org,2,1
351,Richard,Johnson,mwilson@example.com,1,1
352,Philip,Young,amber00@example.org,1,1
353,Christopher,Montgomery,jodikey@example.com,1,1
354,Gabriela,Nguyen,nperez@example.org,1,1
355,Melissa,Hanson,hdavies@example.com,1,1
356,Luis,Gutierrez,andersonwhitney@example.org,1,1
357,Brad,Love,michael70@example.net,2,1
358,Charles,Davis,vrios@example.org,2,1
359,Robert,White,leslie45@example.org,1,1
360,Rachel,Morales,timothyjohnson@example.com,2,1
361,Seth,Chung,elawrence@example.com,1,1
362,Kathy,Navarro,jonathonpierce@example.net,1,1
363,Denise,Fuller,kyle07@example.com,1,1
364,Scott,Adams,melissa10@example.org,1,1
365,Yvonne,Mejia,brianlowe@example.com,2,1
366,Sheila,Weber,terry65@example.org,1,1
367,Karen,Brown,jeffreyherman@example.net,1,1
368,Jessica,Hartman,josephjordan@example.net,2,1
369,Wanda,Johnson,jonathanblake@example.net,1,1
370,Wayne,Phillips,george93@example.org,1,1
371,Justin,Warren,jenniferleon@example.com,1,1
372,Kelly,Savage,david05@example.org,1,1
373,Heather,Mckinney,amy81@example.net,2,1
374,Sheryl,Wise,ifarley@example.com,1,1
375,Casey,Booth,barberann@example.org,2,1
376,Kimberly,Savage,kimberly85@example.com,2,1
377,Maria,Thomas,leahbutler@example.org,1,1
378,Lisa,Lucas,dsmith@example.org,1,1
379,John,Warren,gfernandez@example.com,2,1
380,Brenda,Stevens,ajones@example.org,2,1
381,Eric,Wright,sarachurch@example.com,1,1
382,Daniel,Murillo,michaelirwin@example.com,2,1
383,Timothy,Walker,paulwells@example.net,2,1
384,Laura,James,npeterson@example.com,1,1
385,Kristina,Thomas,egould@example.org,2,1
386,Holly,Sutton,hpratt@example.org,1,1
387,Jessica,Kerr,dscott@example.org,2,1
388,Samuel,Johnson,tkirby@example.net,2,1
389,Courtney,Thomas,grahamrachael@example.org,1,1
390,Jeffrey,Washington,julia30@example.net,1,1
391,Arthur,Grant,smithkenneth@example.org,1,1
392,Amanda,Gallegos,hudsonashley@example.com,2,1
393,Amy,Byrd,louismartinez@example.com,1,1
394,Rebecca,Smith,codybaldwin@example.org,1,1
395,John,Myers,edward28@example.net,1,1
396,Brad,Williams,julieellison@example.net,2,1
397,Nicholas,Harris,deborah35@example.net,1,1
398,Jennifer,Jones,jacob05@example.net,2,1
399,Robert,Myers,jarnold@example.org,2,1
400,Keith,King,luiskennedy@example.org,2,1
401,David,Frederick,welchsamantha@example.org,2,1
402,Mary,Dixon,michael56@example.net,2,1
403,Jerome,Riggs,shepherdjeremy@example.com,2,1
404,Stephanie,Howard,kelleybarbara@example.net,2,1
405,Katherine,Powers,christopherwelch@example.com,1,1
406,Gail,Rodriguez,brianhull@example.com,1,1
407,Janice,Mays,ryanvictoria@example.org,2,1
408,Crystal,Palmer,tlopez@example.org,1,1
409,Michael,Horton,gmaldonado@example.net,2,1
410,Lauren,Young,stephenbailey@example.org,2,1
411,James,Adkins,ghernandez@example.org,1,1
412,Joshua,Rivera,karenfrost@example.com,2,1
413,Maria,Faulkner,znavarro@example.com,2,1
414,James,Hall,carrieclark@example.com,1,1
415,Christopher,Moore,egreene@example.net,1,1
416,Andrew,Patton,daniel55@example.net,2,1
417,Stephanie,Stone,crosschristopher@example.org,2,1
418,Christy,Anderson,leahharris@example.org,1,1
419,Angela,Mckinney,middletoncassandra@example.org,1,1
420,Anita,Smith,david61@example.net,2,1
421,Laura,Cole,williamsstacy@example.org,2,1
422,Micheal,Lopez,dixonsteven@example.net,2,1
423,David,Davis,elizabethlee@example.com,1,1
424,Hannah,Roberts,jamiereeves@example.net,2,1
425,Michael,Taylor,jeremy86@example.net,1,1
426,Kaitlyn,Chaney,odonnellkenneth@example.net,1,1
427,Brady,Walls,emilyford@example.com,2,1
428,Jo,Gray,qthompson@example.com,2,1
429,Nancy,Wheeler,skoch@example.net,1,1
430,Chris,Martin,haysolivia@example.org,1,1
431,Crystal,Sims,abecker@example.org,1,1
432,Robert,Thompson,hnoble@example.org,2,1
433,Nicholas,Gonzales,leekevin@example.com,1,1
434,Melissa,Miller,jaytanner@example.com,2,1
435,Craig,Evans,pboone@example.com,2,1
436,Kimberly,Cole,twhitney@example.org,2,1
437,Alex,Henry,justinweaver@example.net,2,1
438,David,Howard,kenneth34@example.org,2,1
439,Gabriela,Baldwin,hillhailey@example.com,1,1
440,Christine,Dean,hallmelanie@example.net,2,1
441,Brian,Davidson,joannalewis@example.net,1,1
442,Rebecca,Carroll,shannon22@example.org,2,1
443,Stephanie,Welch,sarahjohnson@example.net,2,1
444,Jacob,Torres,kwilliams@example.org,1,1
445,Ronald,Gonzales,richardsonelizabeth@example.org,2,1
446,Rhonda,Gray,faith01@example.net,2,1
447,Sarah,Thompson,dennis27@example.net,1,1
448,Kyle,Fitzgerald,ibarnes@example.net,1,1
449,Kiara,Cruz,robert19@example.net,2,1
450,Donna,Campbell,hartashley@example.com,1,1
451,Catherine,Morton,butlerallison@example.org,1,1
452,Kim,Ellison,holly97@example.net,2,1
453,Elizabeth,Boyer,jeremy12@example.org,1,1
454,Destiny,Brooks,spowers@example.org,2,1
455,Christina,Conway,kayla76@example.com,2,1
456,Gregory,Keith,erinhogan@example.net,1,1
457,Margaret,Green,nathaniel49@example.net,1,1
458,Rose,Brown,cathystuart@example.net,1,1
459,Penny,Ramirez,lucaspamela@example.net,2,1
460,James,Silva,thomas04@example.net,2,1
461,Shaun,Stanley,edwardsshannon@example.org,1,1
462,Christopher,Wilson,gutierrezdeborah@example.net,1,1
463,Gregory,Moore,brian53@example.com,2,1
464,Ryan,Ayala,michellegonzalez@example.com,2,1
465,Joseph,Roman,lewisluis@example.org,2,1
466,Kathleen,Brewer,brownjohn@example.com,2,1
467,Jamie,Chapman,jennifer33@example.org,2,1
468,Lindsey,Green,zlee@example.com,2,1
469,Ashley,Martinez,rubioholly@example.com,2,1
470,David,Moon,cochranjonathan@example.org,2,1
471,Kathy,Floyd,pspencer@example.org,2,1
472,John,Brown,kristin59@example.org,2,1
473,Jorge,Bryan,perezleah@example.org,1,1
474,Jennifer,Grant,joseph99@example.com,2,1
475,Bobby,Smith,rebekah07@example.org,2,1
476,Aaron,Turner,brianlong@example.net,1,1
477,Emma,Watkins,kristensellers@example.org,1,1
478,Terry,Holmes,katherinesanchez@example.com,2,1
479,Cynthia,Wells,parkerjamie@example.org,2,1
480,Erica,Wood,kelly21@example.com,1,1
481,Ryan,Morris,smithcynthia@example.org,2,1
482,Rachel,Ritter,qbrooks@example.com,2,1
483,Mark,Martin,ariana46@example.net,2,1
484,Sara,Johnson,kristi14@example.com,2,1
485,John,Wilson,evan76@example.org,1,1
486,Lindsay,Jacobs,michael45@example.org,1,1
487,Larry,Wilson,darren49@example.com,2,1
488,Antonio,Francis,thomas74@example.org,2,1
489,Natalie,Powell,jessica29@example.net,2,1
490,Douglas,Allen,rasmussenlevi@example.org,1,1
491,Susan,Peck,tracyvincent@example.org,1,1
492,Crystal,Roberts,zdennis@example.com,2,1
493,Aaron,Trevino,vwilkerson@example.com,1,1
494,Lisa,Davies,qkirby@example.net,1,1
495,John,Delacruz,cookediana@example.net,2,1
496,Devin,Wright,melissa54@example.net,1,1
497,Zachary,Roy,matthew20@example.com,1,1
498,Courtney,Rodriguez,stevenolsen@example.com,1,1
499,Sara,Pearson,fjohnson@example.com,2,1
500,Joseph,Kirby,jenniferbishop@example.org,1,1
